specimen_id,New_iDB_uuid
35,f30cdb74-e351-48d4-9679-5fd36abef7ee
38,ce6ff475-d1d5-4c99-894e-397ff1b3ee9a
145,314cb7fe-9f7e-49ab-9544-4d0441ea5d1e
201,0ea4d5f7-090c-4177-bbb9-d5531cd92bd3
203,e2b4db77-bab4-4e76-bc8d-b55fe0599576
212,f69a89d1-e811-4181-80cc-4822afeb0414
214,461a9adb-e856-4f79-8687-189ac240a989
215,6dceeeaf-b7a7-4f60-870e-ae7ba8b15856
216,b77c4058-33b9-452f-9ecf-3ce5bec47fdc
217,edd67106-41e3-426e-8599-e8aaeba26921
218,cd8a32fa-3233-4d78-9f2b-28bd7f458475
219,156d88ab-0fa8-415a-b2f4-a754c1218ae1
230,3df1b4b6-55e5-47b9-aab1-881f7ca51c60
239,1fb5fa68-182e-4d73-a75d-f8f7857f1da8
249,c7a13a02-a890-4870-a5eb-078a62092ea4
264,9405c9bc-058a-4dc0-847b-80beca63a091
265,e4cde9ea-1f76-4270-b48a-b9b91aabb8e9
266,cae17c95-295c-4a0f-85aa-617ef7bf197c
267,74af1e38-6c2b-4333-814c-37b3556d1e29
269,913e2d34-576a-4c06-9c52-b9f74fbea60d
276,23f59438-6d91-4a4d-962d-e6167bc809a1
279,440e89d8-3262-4f60-aca5-ef00463e5115
280,d7819f10-fe48-47a2-b366-e9e7d9e47199
281,eaaa7de0-bc30-4b5e-8bb8-ffaad3305567
282,eddda3c2-992c-499d-95e3-f620217330e1
283,b99bb22d-fed7-447b-b8ea-00fa00d8ce8c
284,46c36ae1-8478-4133-9093-6ac0a256a53d
285,76ee9e32-17d2-4413-a7c8-5c3047d0b7a0
295,c3a824a7-1361-4f5d-8075-1f343c1378b1
308,1e05719a-66f5-4ce5-a997-98485111abdf
309,a1ed6c54-2711-487f-b975-1c60392e9c92
310,4189ea4b-9aac-4b5f-a4d0-9bf3b5fb07a1
311,e0d8dbe7-dbd0-431f-b3d8-8d8c5ad25974
342,ea2c87cb-8354-46e8-9708-9b0d71191163
1072,d20a7996-7d6e-42a0-8caa-bcc4bc80dcd0
1073,2791476f-8580-4ce1-9e82-9961f2e0ca23
1075,ad53f541-fb67-4aee-8a54-fd5132a747c1
1076,8e38c5d3-7ccb-4fef-b635-d5e4a0404a80
1079,0a7634e4-2f67-4f8d-949f-32d6b1b0f7dd
1252,592479b2-fafe-4ad3-a6ed-b06493eb0571
1254,b237da58-fab5-49f2-bb78-c6e4b21a83c8
1393,9529a733-760a-4117-856a-fc04c55b9e5b
1658,eb69edf2-8682-47ca-ae73-c4a1fd7c66b2
1687,2acd43ab-ea88-4a34-b73b-9669e64407a8
1696,2d70c017-322b-4192-a039-0f20ebf7378c
1744,2337aae6-deac-47c3-8dcb-995516fac9a2
1748,e62942ee-f31d-4095-937e-7b9072a20a45
1808,1e846d3e-0cb5-4ea3-84a1-933f3466daab
1813,742aab83-8d74-47a8-adac-1302adcf826f
1825,ebc36a0a-a37d-44e3-8cc7-0fd1752ffb87
1827,d8cadb19-01bf-45eb-b0f0-9e275c73abe0
1828,ef29ca91-14cc-40ff-80be-b15a3da4338e
1836,106ddbc6-3293-4f3e-85f9-bf43c104269c
2074,65a13cd0-2c43-42d6-ba7c-a604ca3a7f5c
2075,a9fa6f4a-5847-4f0e-9e1a-4429a2386137
2076,7f8dfd76-1895-4f2f-9449-caeea540d049
2077,c3eec1e4-8b94-47b3-ab47-1418ec7b5e45
2079,736b9d0e-5111-4ad9-90ac-8a4a8328963c
2197,4d471e5d-1009-4f7e-89db-a69f72a5042f
2198,fe698d47-e71a-4565-9617-c7f30fef8935
2199,560ba31f-8093-4b23-82e7-d02bde31aef6
2200,094220df-6e07-4cbb-93fe-a201380f9678
2201,e7c817a5-0876-400c-aa75-0ef5a4b62199
2296,0d7c9297-be98-4898-9427-0092da8d5f29
2302,e355b32d-f303-438d-9c39-937180938990
2303,80e4534b-ff79-4b41-a98c-5f44981f48a3
2305,92f89fdc-e5f0-420c-9a14-7acfb8945e2a
2306,abc395ae-3265-45b2-8f14-0e5aa7a7b9a3
2307,f7c23988-e0c8-4008-a614-288014639a4e
2309,f11b1fc9-dfec-443d-a82c-5a1f9297acdc
2310,38702a9c-2fce-4097-85c5-853d87af9d2d
2311,d804d95f-432d-440f-80a3-3690f06330ee
2312,c3fe0ebf-df93-4545-86ed-2cdcd348b6be
2313,46c28b5c-b255-416c-ad16-d4ac83188eef
2556,56fba7df-2221-4591-9928-1699b084407b
2981,775cdcac-6b57-4127-98d2-189bf3e5355e
3005,2b31a0c3-d497-480f-aeb3-9ae9e1883830
3006,efe0ef2f-efc3-4daf-867d-0b4a5d98bae0
3064,a276b227-2135-4bcc-9652-2da85b760620
3118,4e21d67d-8f3c-4b6a-bfda-9307ecbb8f1e
3119,3c17c690-5004-4b5c-88f8-a62c35da730e
3120,d020bde6-a7cd-4c93-9a0d-73007b9697b7
3121,bcf2dcab-50c6-4535-8cf6-543062705d70
3122,2d920dfa-b92b-4327-9957-720f9ebb8252
3123,00c98cf7-c3c2-4bdf-bd50-08a4a28eabf3
3124,13d7a95e-cb04-4425-bf50-e69e5a51a32a
3125,9232cc92-c71d-4450-a9d6-d741fe40457e
3156,06406ff1-d9d7-4953-b125-3a664ebf6976
3159,3f5c559a-ae24-46f9-8d00-156e399c19c0
3162,668e9a4c-9cb5-455d-a406-3d97ff1bdd3a
3163,3d230388-15b8-40b8-ab5f-4ca71056db44
3164,0204bb9b-052e-4609-b74b-94b0dbd66080
3328,d742dcb8-5496-4152-9ee9-0d03946462c3
3329,65cc4d2a-e907-419c-b70f-358594a60c3c
3330,1faf7731-e3b0-48ea-818e-9a1ef2dcf316
3331,4b49e49e-6a2f-4e43-ac69-d1b86bbdc3e5
3334,63731f88-468c-440e-97aa-f3add1f039d8
3379,fa473d52-84f1-45d3-924f-d8831fcdb7e9
3380,87aa629d-0770-4a34-8165-eb97ae57c09a
3381,fae43b86-b4f7-42c5-a756-2d810c88ce91
3383,3b164cf0-4fbb-4564-a189-9f7c3248060c
3385,2f6c8c2e-9b6c-451f-b81f-7e3502f4b93f
3388,342846ae-6951-4637-bf66-d9c84a75a613
3505,92115828-eb62-4c15-8a51-32d3d4ab258f
3520,cb0affa0-d766-4c57-b99f-75cc9f94765e
3603,41ed27c6-6208-4fca-91bb-833c15bf6e09
3604,4463ede7-5892-446e-b111-a682c9b453b9
3605,d51e0731-aae1-43fc-9228-91d5bcb2e125
3606,9d2efe26-43c6-4d59-9b29-cd7bb23a8a44
3679,79a30589-e69b-493d-87de-9e53717a60ff
3682,5e666ca8-c320-4c74-98c8-704ee6dc2b93
3686,e6939972-d0bf-4f59-905e-8ff2cce0be48
3689,3b24de12-a30f-45a0-99cb-a5eb352df429
3695,0a65f827-8f74-4fc1-b16d-27b91ef16bd9
3697,a88f3121-60ce-4006-b52b-d1e79bb4da1a
3699,d8f53ae1-b1a0-4f67-8720-6f2f498112bb
3701,80b7c8b9-ad12-4826-8e3a-5742bc476f21
3737,6f1cf519-6e72-419f-b39d-ccfa68145312
3835,fe5d4e99-c9fa-4267-89bd-a9f1086e3e36
3852,501b21e9-8664-4b8a-8bc5-fcbaf4d334f0
3853,32344dd6-a62d-44de-a868-b2c68c17f054
3858,160cceb8-7211-4815-bb2f-227cd1d1b569
3867,9adaa4c4-cd18-4c67-81fd-c6a670202f97
3868,f0fae0bb-05b8-49f8-aa0b-b8292743398e
3869,5c509dd0-a2a2-48a8-8ff6-41282e9472d8
3870,87b9a61b-ebff-4735-9f0a-9760e2c093dc
3871,057f0330-8481-4f23-b7a4-0c5b4d11cbe9
3872,795ed4b1-50a9-45e6-9bf4-32819f0531e8
3873,cfd278c9-f025-4852-8a5b-4d42cb5603e4
3877,59153f16-770e-4952-89aa-c1f30cbca51c
3880,86076aed-c361-4539-a5ad-0078306a654d
3881,eea62cd7-ce47-40f9-9f27-3c9a3292f694
3882,784486b6-c17c-4c20-936c-a00f49fadc70
3907,1d6bef1b-a4da-485a-9560-d09ae1debeb3
3909,0fb6cecf-4cf2-4c3a-b920-a7361fb2cd43
3910,f2e1becc-fd5c-4b23-af05-db040aec2065
3911,287a164e-2899-48e2-8b38-8a1b5b6f9703
3912,4e80a2b0-d1a9-4ed1-93d8-6c1f45975cf8
3914,2b0adea5-ea5d-4ae1-ac3f-aa4288e30c83
3915,76236095-6845-4bce-9913-c3c4dfa9981b
3916,b9b5904b-b102-41d6-9a3e-0fd6d19e4acf
3917,b5d3b508-4e68-411a-968e-bce054beda2d
3918,03025442-2cdc-4cbf-88bc-60728127b54e
3925,5a1b5168-34da-4eac-861f-ac18db8f8781
3926,4f61900e-bbf0-49c8-8f45-d91800e643e0
3927,eaf65f44-a13d-480c-b292-82fe457e61f7
3928,82e91949-b947-4a06-80d0-8812b270bef3
3929,72d37278-cbb3-4ab9-b24b-2d25a58f68be
3930,7a8b1b0d-bd54-46f4-8dab-3fb5a06e416e
3935,3718a32f-7b06-4cfc-a7cc-737179725084
3951,98976ac4-b349-45fd-9731-70670fb7936d
3952,5011aed1-ac0c-487d-956f-e8e293ac65ec
3953,48f63d05-6f22-4f8b-8186-f797679dab4f
3954,3276b989-0a0f-4747-8529-09e16ab44d74
3962,c76d2329-f93f-47b2-8f27-aed5fea58c58
3978,099ec145-2dab-4d44-b733-a33864e90a93
3980,d0e2119f-8a83-434a-96d6-d0b8f878b75d
3981,f059b0ae-29c0-4653-b316-c25819897934
3982,662aa6ef-a2f5-48eb-8762-49424e891070
3990,9b932786-7948-4f3e-955c-ca51b74f10fa
3992,6ef31a14-bc37-4d7a-9486-ffd1d40480c7
3994,64e10ef6-583f-4aff-908b-f52a8b70e347
3995,936b0316-687a-4a47-983f-1d627d951778
3996,fc4e77e1-466f-48ec-8215-414dd07b84a0
3998,37f6d3e1-234d-44a5-ba26-ec3719a1568c
4000,dc143e45-5c09-4e07-ae15-c53474e4e2e3
4002,fb090ef4-4d90-49a5-949b-b0842b2105ac
4003,079afee2-d916-49ae-b7f4-b1491249dcce
4004,9808e5b7-b956-46dd-bdd3-b082f2e221a4
4006,b16827ff-4738-4eab-879a-36f9c42a4324
4020,ebf26e02-5db3-4c87-a877-9b21530d44ad
4021,c1666107-25c2-4e47-b2e3-747f065b66d0
4022,ef92e507-2db3-4d6f-9f28-08ee5f3397bb
4105,6e5c05f2-50af-4f3d-abdc-ae80e7c3cb1e
4106,18d1bc3f-d3cb-41f1-aebb-9f4720b9e8fa
4300,8529c018-83a6-46a5-bf3c-ba0a92a3e6ad
4310,a26e5fc7-9e8c-4979-bfa2-614cd04447f9
4321,2cfce520-5979-4d1b-9ed8-57e5ac224f2e
4334,d4491ef9-5ac8-404e-90c8-7ef0ec3709e3
4337,c5a3684a-6d42-42d3-8ae6-426d79eda838
4340,9e6f116a-3b48-45d1-a48a-ef66561102f2
4344,70f5f5e6-770c-4422-bf67-3485f8d9ea29
4345,328539ee-ac44-42b3-90d9-06aa504766fd
4347,62e5fb78-ec82-49f3-93b6-476bc679ede4
4348,99713664-c0df-48f7-9e98-31a03ca8c85d
4349,bf77e5fb-93df-45a0-be90-6671b1417216
4350,bab1032d-d1f2-44a9-b85f-456d6fd7f768
4361,c6ed6e71-cf04-4e77-b34b-190dc61c8387
4362,125cc193-a1d0-4e95-a415-17fa2ca49f88
4363,dff38752-976e-4fca-9576-47fbbda99d82
4364,6f9379ea-f8f1-4e88-9566-241e9d03d518
4365,3d1fc787-fb82-4383-9202-e5867bb66f4c
4366,6c4e9e53-9c40-4f07-98fb-0a834a3ca293
4367,6f12998e-8a2e-4574-9cee-8675e482506f
4368,943cda01-bc2c-46ef-8647-fdd320ca3017
4369,6d7266ff-3473-4712-ba7c-44df9befef60
4370,4eb70bb7-5176-4308-8396-9aa26819fe60
4371,ef6356c2-e7c7-4775-b961-d4561b62690e
4372,7f77e195-0e09-41dc-bbc2-8867a0d71a64
4373,cb2388bf-c830-4c2b-a304-de30042678b8
4374,fe8ba940-681c-4310-b74b-bb0d8dc38a3e
4375,bd7aff99-2b88-4ff6-8644-d867250fc52b
4376,da50b1d7-0f90-441e-a821-cc0d39dcc552
4378,317b62d3-b168-40f0-8afd-654605ee368c
4379,b13e394c-7933-45c6-96a2-049776109cb9
4380,14977a10-1203-4bef-a935-949ff1efdac3
4383,a3b10887-bdd3-4394-a9f6-a3e7a9f49256
4384,8e7ac304-e356-4edf-9f67-9ceb70a386e9
4385,1e552fde-8704-404b-a617-c1be9032a102
4386,ba7f9bab-2c81-45a7-84b5-4a58d285261e
4387,29b1e171-fa84-4b17-acee-e459e6799909
4388,cd348260-734f-4fec-b170-65d0a21745eb
4389,8b502e3c-6142-41fd-9e76-8f60a23d944a
4390,c9a54ac2-e9d2-4969-88ba-0a976685a52b
4391,491a568d-b361-4e8d-b2d5-01d1de8c135f
4392,b413c12f-6379-4d28-b169-118a5e97c183
4395,cfb84aa0-bb07-4b9f-8bce-38b7704425c8
4754,23259bcb-5043-434f-94fc-db9e315f0d90
4887,ce3d365b-d1ca-4724-b898-1ea3a0fc0c29
5020,eb31ebc7-12fa-4366-834c-312a8b7d21e3
5021,af1f938d-186e-4d41-a7c2-b05e0969b141
5091,d1cf1ebe-c85a-4c65-ace4-88efd67a2a17
5193,c2a2a8ae-9706-4a1a-832c-9a60d7f2a496
5194,3ad00ad1-2d5e-48e6-be07-f59815dcc0e8
5195,5c6e30d4-3faf-45aa-909d-b78831aa85da
5210,5738d216-785b-477e-99d8-6b6f30dd2686
5211,c040f967-c9c8-4f14-b491-fc2b22bae1db
5212,683a968f-4045-417f-bc34-20a049c9fb46
5213,84623581-fe79-4b10-8025-2c36c5e12c6a
5214,04683f46-adae-4f02-bf5c-1834e6b72db8
5216,cfb82cfa-7d6e-47d8-8a61-c5559061c054
5221,a5bf7467-87eb-469a-9038-b810490c7d7a
5222,e94cb029-f5bb-4229-96a4-f873e6b5c310
5225,1ea75ec1-edb0-43c8-bfa1-b7c3e0b024a3
5226,6fb1531d-0713-4045-9d3b-9f1ff3dc6994
5227,c8008fdc-6595-4ac3-8933-499fc1351332
5228,7da67c91-4a23-4983-8694-923b7309070b
5229,109d8e56-cfa8-4b35-adb2-eaef3c44f4d2
5255,4d4dada5-3cb2-4985-9a0d-8a1af3d2babd
5339,8f330f29-054d-4d9a-8115-7dff7fcb6666
5497,a18ca19d-d8d3-49e0-ace6-dcf6586bde64
5498,075f1d91-a9b5-4711-99e0-43a7d992a1e2
5499,f74b65eb-95e6-44de-b106-3dc7d6d70c21
5595,ee7a2cb8-f910-4264-9550-2e35b39a3853
5632,9f09dd24-7d6a-4d86-b60d-452fe91a76e9
5643,00dd5a5b-e0ee-4976-874a-099f51eb5112
5644,9403299d-6fb3-4b97-860c-a5fc8fd612e5
5645,6c3f137d-ec07-4c37-a11a-45c612189eb4
5646,86ca6d71-fb69-4f74-8eb0-03c147e9337e
5647,86aa7ec7-ebda-4cb5-a705-cba9d08d6cd9
5648,c8939d4e-5bb6-4de6-8485-32f76f410d1c
5649,b93d4f7b-edec-4406-85e7-41a9d330217b
5650,651680c6-d565-440f-8fb3-f6763027706a
5651,8743b5a9-8d94-44d6-90b0-9da7eb6e807a
5652,e0cf6861-3e15-416d-8df0-859f01477dff
5653,08de1f4d-61fe-4728-b032-b7f742d85416
5654,cce2957b-b3d7-41ca-bf28-e5708087e1b3
5657,16f355ae-73f4-4a70-9532-e1ab5b5c05f5
5658,20452efb-7820-4e9d-91ea-813952df6430
5659,260f4517-3432-4355-bbad-51a3def644a9
5660,8496e15f-f7e5-426b-9ace-b6f624697ffe
5661,d68117ec-ae68-4734-a7d0-cc8675ad7eac
5662,f3bd7ad1-f1af-487b-938e-e28ceacc739f
5663,8e3ec61b-3ad6-41ab-bfcb-486a413c0794
5665,9abd4c85-57c6-4d7e-883e-08d39557425b
5666,7321ec0b-1126-43c4-bb65-459064895054
5667,38186857-187e-45f3-8b24-a069b3f531a2
5674,c1777c59-781f-4d03-889f-de4915d47a65
1681,00cbd3d2-6dd7-47a7-9323-52386da96fe7
916,036a114b-6b93-4573-85e0-a57d8a2e9562
998,03fa9ae0-9a82-4831-8f31-e41fe874158a
4564,0b657cb2-8ade-475d-933c-2e6123f9da3c
1193,14fed67b-6505-4a45-bd51-bd595807b214
1052,152cfeb2-b911-43d1-afee-98d7ed1ab56e
893,175ffad9-3e58-43b1-b88f-bb296f6f0b84
1677,232d7ed2-3817-4263-b2f7-8711deb55aaf
1679,24d426c4-a2ce-461f-8820-3a492d24c4c8
1680,25a3d9d9-a4c7-4d01-81b0-58d205acd9c3
945,280e4d55-2abc-4367-8a23-2a90752418e2
1721,2fb15b76-f7e5-422a-85ee-fa0cb81d9af6
1031,346b7026-fcaf-414b-a06d-ab67b48ae752
1617,352beeb3-26a7-4a40-a06b-bf1d7de87c8f
946,354202e4-b845-424f-a29b-8b3690f74c6f
3767,38754478-ddf1-4589-b869-d03a5a0c2fc7
1329,3912789b-d406-424e-99c5-8aa568588c49
912,3b87b545-6f2b-48f0-b397-2249758cde87
935,42e2ad4a-ebb8-46d1-ad48-6e0192be7181
3839,439caec6-cad9-4b96-9cca-edfbc58a27ae
923,4589c92e-1cfd-475c-9ceb-cf1400392d6d
944,4e8cf9df-0a50-4439-8ac7-f64a59767601
939,4f97d263-4230-4549-a597-c9d2fc0437dd
3905,4fbc325b-1964-4977-8e65-48b0ca10bf8d
9147,5eba2015-bd1b-4629-8f55-acc06579290f
1678,6aee51b8-bc25-46af-ae5e-2f6b652cc611
1392,6bdc9d13-ac90-46c1-a187-d14c265deb6d
4594,6daadb86-971b-4376-b73d-bef3bda8cbbf
1509,6f8e8fb7-76a1-45a1-b3f0-7fdd5c00d293
940,725c5872-dc2e-484e-813f-11a88bff75f8
917,79ce0475-7932-4221-98c3-7e2255ecca81
3522,8f1de543-5ab6-4bd0-9176-8f3ef7f6a2a1
943,8ff1fdff-69c7-493a-a059-da930c84ccdf
1051,91328e2a-55f1-4a74-83c9-69075b733c4c
1499,94e7e662-3a77-42db-86b7-d2f987fd6411
934,9a289fda-226d-4f11-ad95-1e4e1ac1c059
241,9ac926c1-f83f-451d-b256-c148dcfe18f2
936,a3bbcf39-7ef2-42b1-8e87-ee5f33e71044
4399,a9b76c71-1d3b-4ec2-8fcd-e20f474acf32
933,ae751a01-d785-4845-97a3-9723eff9f6fb
841,af4a0491-66f6-4cbd-8424-831d41f3afb2
937,b57d9d5b-4a6c-4292-9322-d0338552ce08
924,b91aeba0-8d57-4688-8409-65135e8a89c6
970,ba78f336-ec3f-4b7d-b08f-471d5f48bc1d
3688,bf86382c-bb0c-4ff8-a6f9-6ca5f91e0bee
915,c156a0e1-45d5-425c-9ff1-a4b97705a7c8
1459,d5b73bee-671b-4941-ab4c-043e09bf2a0a
918,d677c629-1c57-4ae9-b8b8-5837b6160fe7
913,d9c53063-a33c-44a7-9bda-3c38be5c2aa0
938,e091347a-8524-4264-b13a-3a3fb278b167
919,e8afaffc-8344-4014-9c31-cdc41efbebb8
1671,e8c2371b-eced-4c83-9f87-4fb28cd704a6
941,eaea912a-290d-4445-a432-6b05d8588791
210,ef4947a8-f4e6-41ca-ba57-ef888c6fc1a7
1670,f1e0f094-e1a9-4b58-a466-2dfad008ef3c
942,f2603ba6-f54f-4b06-907a-0123699b93c0
238,f546d689-6bd1-4518-b56b-2329b19118e1
1102,fa5e96b3-d309-44f0-8c07-d2f9da7ccce6